fold,stage,epoch,train_loss,val_loss,val_acc,val_macro_f1,val_healthy_recall,lr,secs
0,1,1,0.18541534807856963,0.03154772380745508,0.9878048780487805,0.9836857961857962,0.9473684210526315,0.001,20.9
0,1,2,0.062433306725047856,0.025635057924943788,0.983739837398374,0.9744569757727651,1.0,0.001,12.2
0,1,3,0.06654624016854264,0.01665520021404193,0.9959349593495935,0.9899845626717872,1.0,0.001,12.0
0,1,4,0.03184319694106386,0.012942156850973644,0.991869918699187,0.9870347101644127,1.0,0.001,13.3
0,1,5,0.029381322614980214,0.03712306668361028,0.9796747967479674,0.9782319782319782,1.0,0.001,13.2
0,1,6,0.042484313684880086,0.004616123593859072,1.0,1.0,1.0,0.001,13.4
0,1,7,0.016967250703917514,0.015276452757387869,0.9959349593495935,0.9895353869152995,0.9473684210526315,0.001,13.3
0,1,8,0.04117221941068356,0.06250742151888421,0.967479674796748,0.9764681490696107,1.0,0.001,13.2
0,1,9,0.027695772395299686,0.008750283352394656,0.9959349593495935,0.997062914442827,1.0,0.001,12.2
0,1,10,0.008335323820001182,0.019371145826999128,0.991869918699187,0.9803834808259587,1.0,0.001,12.0
0,2,1,0.10542666668618988,0.006707638254620105,1.0,1.0,1.0,0.0001,13.7
0,2,2,0.05670236367934748,0.011295612935521981,0.9959349593495935,0.9899845626717872,1.0,0.0001,13.5
0,2,3,0.04496596963904069,0.017025604348145124,0.991869918699187,0.9803834808259587,1.0,0.0001,13.5
0,2,4,0.04198776567911567,0.013682315565221677,0.9959349593495935,0.9970631424375918,1.0,0.0001,13.5
0,2,5,0.04181973711693781,0.021962783110093295,0.991869918699187,0.9803834808259587,1.0,0.0001,13.4
