fold,stage,epoch,train_loss,val_loss,val_acc,val_macro_f1,val_healthy_recall,lr,secs
3,1,1,0.276124975927498,0.03603697532065669,0.9877551020408163,0.975607766356665,1.0,0.001,13.7
3,1,2,0.07147411216536294,0.06142248690641504,0.9755102040816327,0.9531128706722559,1.0,0.001,13.8
3,1,3,0.06088480247063157,0.029517973216288552,0.9877551020408163,0.9831595257417417,1.0,0.001,13.3
3,1,4,0.05968728824771698,0.01754089477757106,0.9959183673469387,0.9970759671431044,1.0,0.001,13.5
3,1,5,0.030161319266999668,0.02437909852371228,0.9959183673469387,0.9970759671431044,1.0,0.001,12.9
3,1,6,0.022868539884929425,0.025018210952379265,0.9918367346938776,0.9855439451991176,0.9411764705882353,0.001,12.1
3,1,7,0.018282203133466006,0.03196834022504734,0.9877551020408163,0.975607766356665,1.0,0.001,12.5
3,1,8,0.021810020868503234,0.015530628040052799,0.9959183673469387,0.9970759671431044,1.0,0.001,13.3
3,1,9,0.01322697171702242,0.027363345671872187,0.9877551020408163,0.975607766356665,1.0,0.001,12.8
3,1,10,0.027237692888340225,0.022299079892964445,0.9918367346938776,0.9860837850867993,1.0,0.001,12.7
3,2,1,0.10726895724909137,0.003549997029559953,1.0,1.0,1.0,0.0001,13.1
3,2,2,0.06252509658731034,0.0028253704841053875,1.0,1.0,1.0,0.0001,13.2
3,2,3,0.0441373393000306,0.004787048622633197,1.0,1.0,1.0,0.0001,13.0
3,2,4,0.03131057150945391,0.0029841113165591142,1.0,1.0,1.0,0.0001,12.4
3,2,5,0.035426145950939666,0.002342499946053995,1.0,1.0,1.0,0.0001,12.3
3,2,6,0.02780730915939152,0.006992735921842407,1.0,1.0,1.0,0.0001,13.1
3,2,7,0.03147323814640834,0.009020221698554043,0.9959183673469387,0.9970755170755171,1.0,0.0001,13.6
3,2,8,0.02616879554926013,0.0019568825672779764,1.0,1.0,1.0,0.0001,13.9
3,2,9,0.018870966379757232,0.008061837319377334,1.0,1.0,1.0,0.0001,13.5
3,2,10,0.0184601226552015,0.00162271008427654,1.0,1.0,1.0,0.0001,13.7
3,2,11,0.022728475053040514,0.0015160749381294056,1.0,1.0,1.0,0.0001,13.5
3,2,12,0.023292331803215504,0.0014702263537661306,1.0,1.0,1.0,0.0001,13.7
3,2,13,0.02389135385000491,0.001560161419079772,1.0,1.0,1.0,0.0001,13.4
3,2,14,0.01423107792873887,0.0011044506595365474,1.0,1.0,1.0,0.0001,13.4
3,2,15,0.00936894845400947,0.0013318118843611102,1.0,1.0,1.0,0.0001,13.3
