fold,stage,epoch,train_loss,val_loss,val_acc,val_macro_f1,val_healthy_recall,lr,secs
4,1,1,0.21089851935191647,0.1473416627669821,0.9551020408163265,0.9296557846397867,0.7647058823529411,0.001,13.6
4,1,2,0.07635794832300313,0.059166173393629035,0.9714285714285714,0.9483292899886786,0.9411764705882353,0.001,13.4
4,1,3,0.055562013380593904,0.051408717507610516,0.9795918367346939,0.96975901665858,1.0,0.001,13.4
4,1,4,0.03346441051879716,0.0512742820138834,0.9795918367346939,0.9675691463996184,0.8823529411764706,0.001,13.6
4,1,5,0.03377695591125698,0.02035862100975854,0.9918367346938776,0.977468180254558,0.9411764705882353,0.001,13.2
4,1,6,0.02072339990532466,0.09375236073927004,0.9673469387755103,0.9599871364577247,0.9411764705882353,0.001,12.6
4,1,7,0.016293757973471656,0.03539488453189937,0.9836734693877551,0.9802229509162039,1.0,0.001,12.5
4,1,8,0.013838720582261094,0.11736998442484407,0.9673469387755103,0.9489686589010633,0.8235294117647058,0.001,13.4
4,1,9,0.009672537342893243,0.03183809809234678,0.9795918367346939,0.9772984650829842,1.0,0.001,13.3
4,2,1,0.08863170143297833,0.013328550533600608,0.9959183673469387,0.9890077616949863,1.0,0.0001,13.7
4,2,2,0.06724895040869065,0.021803559556755486,0.9959183673469387,0.9970759671431044,1.0,0.0001,13.7
4,2,3,0.04646428863760894,0.022151160863589266,0.9836734693877551,0.9796966021061021,0.9411764705882353,0.0001,13.4
4,2,4,0.03979409365590824,0.03367129254097841,0.9877551020408163,0.982620133062611,0.9411764705882353,0.0001,13.7
4,2,5,0.038375913590678705,0.025399663922738056,0.9877551020408163,0.9745312664434413,0.9411764705882353,0.0001,13.7
