fold,stage,epoch,train_loss,val_loss,val_acc,val_macro_f1,val_healthy_recall,lr,secs
1,1,1,0.23372537796588047,0.060572508101662,0.975609756097561,0.9744116257390593,1.0,0.001,13.6
1,1,2,0.06833604262615352,0.06790493462022727,0.967479674796748,0.9409933831331211,1.0,0.001,13.7
1,1,3,0.049426460264088666,0.10124961978839181,0.9471544715447154,0.8958030824382334,1.0,0.001,13.6
1,1,4,0.05340329363547346,0.058592364252582796,0.975609756097561,0.9596721184704018,1.0,0.001,13.3
1,1,5,0.04785910127595897,0.08059256942753446,0.967479674796748,0.9537595622702005,1.0,0.001,12.9
1,1,6,0.028404227412386757,0.02632761888046999,0.9878048780487805,0.9912663755458514,1.0,0.001,12.3
1,1,7,0.02312427837561067,0.05710819770195862,0.9715447154471545,0.9379989291753997,1.0,0.001,12.9
1,1,8,0.029231268684784678,0.05499681808826763,0.975609756097561,0.9597957568047993,1.0,0.001,13.3
1,1,9,0.016898709897245484,0.02406698980224811,0.991869918699187,0.9860833365258145,1.0,0.001,13.4
1,1,10,0.030980675673756352,0.13476363689131368,0.959349593495935,0.9134990368188576,1.0,0.001,13.4
1,2,1,0.08994027130487982,0.04963778460133779,0.9878048780487805,0.9685285285285286,1.0,0.0001,13.8
1,2,2,0.05275973233738509,0.029957539730372164,0.9878048780487805,0.9756205910621777,1.0,0.0001,13.7
1,2,3,0.06040115703312356,0.023066351002809113,0.9959349593495935,0.9890077616949863,1.0,0.0001,13.7
1,2,4,0.05558011604728602,0.018615685395775287,0.9959349593495935,0.9890077616949863,1.0,0.0001,13.4
1,2,5,0.03299958676317423,0.018528304062783718,0.991869918699187,0.986096609792312,1.0,0.0001,12.8
1,2,6,0.031208826282122376,0.013774797986677991,0.9959349593495935,0.9890077616949863,1.0,0.0001,13.2
1,2,7,0.032764125373670024,0.035453732994316915,0.9878048780487805,0.9685285285285286,1.0,0.0001,13.4
1,2,8,0.029102564782078844,0.024406799505184578,0.991869918699187,0.9785316289741068,1.0,0.0001,13.8
1,2,9,0.022821043909694392,0.023871569564884027,0.991869918699187,0.9785316289741068,1.0,0.0001,13.8
1,2,10,0.01568063788094467,0.009905448251562874,1.0,1.0,1.0,0.0001,14.1
1,2,11,0.017115669530618976,0.010523843048973297,0.991869918699187,0.9785316289741068,1.0,0.0001,13.8
1,2,12,0.015330750644510694,0.008579277963475967,1.0,1.0,1.0,0.0001,13.7
1,2,13,0.02959083030493829,0.026073732285342006,0.991869918699187,0.9785316289741068,1.0,0.0001,13.8
1,2,14,0.017568145672750845,0.003920250413257901,1.0,1.0,1.0,0.0001,14.0
1,2,15,0.01297876765270105,0.0063690721488943915,1.0,1.0,1.0,0.0001,14.1
